UniqueCount	AmbigCount
0	0
0	0
4	73
10	50
35	43
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
4	7
0	0
0	0
0	0
228	440
0	1288
41	2424
5	512
1	1787
0	0
15	353
1	1121
0	517
0	241
288	345
0	243
1	220
0	154
0	127
0	244
0	145
0	25
257	2697
2	2697
0	214
34	0
70	1182
7	1100
28	571
0	420
0	361
0	90
0	0
0	0
0	0
0	4
0	0
1	5156
23	7609
72	1143
1	4248
2	759
0	487
476	7424
0	1822
0	0
4	0
0	0
6	6
0	383
0	383
0	50
0	81
0	57
0	0
0	0
0	0
61	0
0	0
0	3
0	7
7	0
0	0
0	0
67	1003
0	3
0	3
0	83
0	992
0	19
0	510
0	8
0	295
0	8
0	138
1	301
0	17
0	402
0	0
0	0
0	0
29	63
0	102
0	102
4	100
0	0
0	0
0	60
0	56
0	0
0	100
0	3
0	3
0	20
0	1
0	0
0	3
0	76
0	0
0	0
0	0
0	0
349	2311
0	119
0	3
0	954
2	3
0	261
0	0
0	51
3	2172
2	2230
0	220
0	0
0	0
0	0
5	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	536
0	553
0	582
0	530
0	268
0	21
0	273
0	0
20	8
0	0
0	0
0	0
4	179
0	172
1	2
0	19
0	0
0	0
0	0
0	0
0	5
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1576	5
0	66
1	64
0	0
0	3
0	59
0	0
0	2
0	1188
0	2
0	2
2027	8
0	2
0	0
50	21
0	21
0	0
0	0
0	4
1277	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
4	156
0	151
0	159
0	3
0	119
0	131
0	0
0	0
0	156
0	1
0	18
0	133
0	18
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	118
0	101
0	53
0	68
5	70
0	0
5	6
0	6
0	0
0	4
3	5
0	5
2	0
0	4
0	0
0	0
0	0
173	3830
0	2201
14	2099
0	1343
1	2035
3	850
0	521
4	0
0	0
17	188
0	8
0	8
0	33
0	8
1	41
6	51
0	8
0	33
0	10
0	7
3	169
0	4
0	0
3	0
0	3
0	3
1	12
0	9
0	2
0	2
0	66
0	8
0	13
0	5
0	48
1540	657
0	354
0	148
1	32
0	0
0	0
0	123
0	0
0	3
0	8
0	9
0	9
0	0
4	0
1	0
0	0
0	0
0	0
0	0
0	16
0	0
0	0
138	34
0	0
0	7
0	0
0	5
0	0
0	10
0	10
0	25
0	7
0	0
13	1014
