UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
225	143
0	454
135	700
0	140
0	563
0	0
0	0
0	314
0	100
0	45
1368	237
0	45
0	62
0	0
0	0
0	215
0	45
0	0
0	3694
0	3694
0	150
0	0
0	226
0	226
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2975
0	4918
0	362
3	3251
1	249
0	0
68	4843
0	829
0	0
0	0
0	0
0	0
0	131
0	131
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	1677
0	0
0	0
0	173
0	1642
0	0
0	852
0	0
0	171
0	86
0	0
0	323
0	135
0	858
0	0
0	0
0	0
0	173
0	738
0	738
0	738
0	0
0	0
0	313
0	181
0	0
0	738
0	0
0	0
0	165
0	132
0	0
0	0
0	0
0	0
0	0
0	0
0	0
991	3372
0	79
0	0
0	2401
0	0
0	56
0	0
0	0
0	3293
0	3293
0	141
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
357	0
0	139
0	139
0	0
0	0
0	139
0	0
0	0
0	1079
0	0
0	0
177	0
0	0
0	0
0	83
0	83
0	83
0	0
0	0
1471	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	98
0	98
0	98
0	0
0	98
0	98
0	0
0	0
0	98
0	0
0	0
0	98
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	134
0	134
0	134
0	134
0	134
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
88	1555
0	868
0	1191
0	718
0	821
0	414
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1723	1310
0	574
0	335
0	319
0	0
0	0
0	82
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1537	674
0	0
0	165
0	0
0	0
0	0
0	115
0	115
0	509
0	287
0	0
0	0
0	0
0	0
0	0
