"","name","module","disease","padj_CJD","lFC_CJD","padj_FFI","lFC_FFI"
"3820","Nefm",1,"FFI",NA,NA,0.00909462030906754,-0.415892114554148
"3824","Nek9",1,"neither",NA,NA,NA,NA
"3826","Nelfcd",1,"neither",NA,NA,NA,NA
"3829","Nell2",1,"neither",NA,NA,NA,NA
"3834","Neurl1a",1,"neither",NA,NA,NA,NA
"3835","Neurl1b",1,"FFI",NA,NA,0.00894017359980926,-0.429750867233159
"3836","Neurl4",1,"neither",NA,NA,NA,NA
"3839","Nf1",1,"FFI",NA,NA,0.00203858917464118,-0.481588841963627
"3840","Nf2",1,"neither",NA,NA,NA,NA
"3841","Nfasc",1,"neither",NA,NA,NA,NA
"3843","Nfe2l1",1,"neither",NA,NA,NA,NA
"3845","Nfic",1,"neither",NA,NA,NA,NA
"3846","Nfix",1,"FFI",NA,NA,0.0159036402050366,-0.364847962515837
"3847","Nfkbib",1,"neither",NA,NA,NA,NA
"3848","Nfkbil1",1,"neither",NA,NA,NA,NA
"3853","Ngdn",1,"neither",NA,NA,NA,NA
"3854","Ngef",1,"neither",NA,NA,NA,NA
"3856","Ngrn",1,"neither",NA,NA,NA,NA
"3858","Nicn1",1,"neither",NA,NA,NA,NA
"3859","Nif3l1",1,"neither",NA,NA,NA,NA
"3861","Nin",1,"neither",NA,NA,NA,NA
"3865","Nipal3",1,"neither",NA,NA,NA,NA
"3866","Nipsnap1",1,"neither",NA,NA,NA,NA
"3868","Nipsnap3b",1,"neither",NA,NA,NA,NA
"3869","Nisch",1,"neither",NA,NA,NA,NA
"3870","Nit1",1,"neither",NA,NA,NA,NA
"3875","Nktr",1,"neither",NA,NA,NA,NA
"3876","Nle1",1,"neither",NA,NA,NA,NA
"3878","Nlgn2",1,"neither",NA,NA,NA,NA
"3879","Nlgn3",1,"neither",NA,NA,NA,NA
"3885","Nme5",1,"neither",NA,NA,NA,NA
"3886","Nme7",1,"neither",NA,NA,NA,NA
"3887","Nmnat2",1,"neither",NA,NA,NA,NA
"3889","Nmt1",1,"neither",NA,NA,NA,NA
"3892","Noa1",1,"neither",NA,NA,NA,NA
"3893","Nob1",1,"neither",NA,NA,NA,NA
"3894","Noc2l",1,"neither",NA,NA,NA,NA
"3895","Noc4l",1,"neither",NA,NA,NA,NA
"3897","Nol10",1,"neither",NA,NA,NA,NA
"3902","Nol6",1,"neither",NA,NA,NA,NA
"3905","Nom1",1,"neither",NA,NA,NA,NA
"3908","Nop14",1,"neither",NA,NA,NA,NA
"3910","Nop2",1,"neither",NA,NA,NA,NA
"3911","Nop53",1,"neither",NA,NA,NA,NA
"3912","Nop56",1,"neither",NA,NA,NA,NA
"3913","Nop58",1,"neither",NA,NA,NA,NA
"3914","Nos1",1,"CJD",0.0394553470293979,-0.33654598169853,NA,NA
"3915","Nos1ap",1,"FFI",NA,NA,0.00150244572847447,-0.530489711852045
"3918","Nova2",1,"neither",NA,NA,NA,NA
"3919","Npas1",1,"neither",NA,NA,NA,NA
"3922","Npepps",1,"neither",NA,NA,NA,NA
"3923","Nphp1",1,"neither",NA,NA,NA,NA
"3926","Npr2",1,"neither",NA,NA,NA,NA
"3927","Nprl2",1,"neither",NA,NA,NA,NA
"3928","Nprl3",1,"neither",NA,NA,NA,NA
"3931","Nptxr",1,"neither",NA,NA,NA,NA
"3933","Nr1d1",1,"neither",NA,NA,NA,NA
"3935","Nr1h2",1,"neither",NA,NA,NA,NA
"3938","Nr2f1",1,"neither",NA,NA,NA,NA
"3942","Nr4a1",1,"both",5.81920552319693e-05,-0.851670125294079,0.00439567418784602,-0.520597505195475
"3944","Nrbp1",1,"neither",NA,NA,NA,NA
"3945","Nrbp2",1,"neither",NA,NA,NA,NA
"3947","Nrd1",1,"neither",NA,NA,NA,NA
"3954","Nrp2",1,"FFI",NA,NA,0.00180557259684178,-0.424626083705694
"3958","Nrxn2",1,"neither",NA,NA,NA,NA
"3963","Nsf",1,"neither",NA,NA,NA,NA
"3967","Nsmaf",1,"neither",NA,NA,NA,NA
"3970","Nsun2",1,"neither",NA,NA,NA,NA
"3972","Nt5c2",1,"neither",NA,NA,NA,NA
"3975","Nt5dc3",1,"neither",NA,NA,NA,NA
"3980","Ntng2",1,"neither",NA,NA,NA,NA
"3986","Nuak1",1,"FFI",NA,NA,0.0404614526637304,-0.303816688928832
"3987","Nub1",1,"neither",NA,NA,NA,NA
"3989","Nucb2",1,"neither",NA,NA,NA,NA
"3991","Nudc",1,"neither",NA,NA,NA,NA
"3996","Nudt17",1,"neither",NA,NA,NA,NA
"4001","Nudt22",1,"neither",NA,NA,NA,NA
"4002","Nudt3",1,"neither",NA,NA,NA,NA
"4004","Nudt9",1,"neither",NA,NA,NA,NA
"4005","Numa1",1,"neither",NA,NA,NA,NA
"4007","Nup133",1,"neither",NA,NA,NA,NA
"4008","Nup214",1,"neither",NA,NA,NA,NA
"4010","Nup88",1,"neither",NA,NA,NA,NA
"4018","Nxph3",1,"neither",NA,NA,NA,NA
"4021","Nyap1",1,"FFI",NA,NA,0.0214559190267418,-0.336229420257792
"4025","Obsl1",1,"neither",NA,NA,NA,NA
"4027","Ocrl",1,"neither",NA,NA,NA,NA
"4028","Odc1",1,"neither",NA,NA,NA,NA
"4029","Odf2",1,"neither",NA,NA,NA,NA
"4032","Ogdh",1,"FFI",NA,NA,0.0161630344071033,-0.366713363651842
"4033","Ogdhl",1,"neither",NA,NA,NA,NA
"4034","Ogfod1",1,"FFI",NA,NA,0.0184805575611772,-0.310045529201064
"4036","Ogfr",1,"neither",NA,NA,NA,NA
"4048","Ophn1",1,"neither",NA,NA,NA,NA
"4049","Oplah",1,"neither",NA,NA,NA,NA
"4050","Oprl1",1,"neither",NA,NA,NA,NA
"4051","Optn",1,"neither",NA,NA,NA,NA
"4052","Orai2",1,"neither",NA,NA,NA,NA
"4057","Ormdl3",1,"neither",NA,NA,NA,NA
"4058","Os9",1,"neither",NA,NA,NA,NA
"4059","Osbp",1,"neither",NA,NA,NA,NA
"4060","Osbp2",1,"neither",NA,NA,NA,NA
"4061","Osbpl10",1,"neither",NA,NA,NA,NA
"4063","Osbpl2",1,"neither",NA,NA,NA,NA
"4064","Osbpl5",1,"neither",NA,NA,NA,NA
"4065","Osbpl6",1,"neither",NA,NA,NA,NA
"4066","Osbpl7",1,"neither",NA,NA,NA,NA
"4068","Osbpl9",1,"neither",NA,NA,NA,NA
"4069","Oscp1",1,"neither",NA,NA,NA,NA
"4079","Otud7a",1,"neither",NA,NA,NA,NA
"4080","Oxa1l",1,"neither",NA,NA,NA,NA
"4082","Oxld1",1,"neither",NA,NA,NA,NA
"4085","P2rx4",1,"neither",NA,NA,NA,NA
"4087","P4ha1",1,"neither",NA,NA,NA,NA
"4090","Pa2g4",1,"neither",NA,NA,NA,NA
"4092","Pacs1",1,"neither",NA,NA,NA,NA
"4095","Pacsin3",1,"neither",NA,NA,NA,NA
"4097","Paf1",1,"neither",NA,NA,NA,NA
"4102","Paics",1,"neither",NA,NA,NA,NA
"4107","Pak1ip1",1,"neither",NA,NA,NA,NA
"4110","Pak6",1,"neither",NA,NA,NA,NA
"4112","Palm",1,"neither",NA,NA,NA,NA
"4113","Pam",1,"neither",NA,NA,NA,NA
"4115","Pamr1",1,"FFI",NA,NA,0.0371872080036749,-0.319084312240225
"4118","Pank4",1,"neither",NA,NA,NA,NA
"4120","Panx2",1,"neither",NA,NA,NA,NA
"4122","Papss1",1,"neither",NA,NA,NA,NA
"4132","Parn",1,"neither",NA,NA,NA,NA
"4133","Parp1",1,"neither",NA,NA,NA,NA
"4138","Patj",1,"neither",NA,NA,NA,NA
"4139","Patz1",1,"neither",NA,NA,NA,NA
"4141","Paxip1",1,"neither",NA,NA,NA,NA
"4144","Pbx2",1,"neither",NA,NA,NA,NA
"4149","Pcbp4",1,"neither",NA,NA,NA,NA
"4150","Pcca",1,"neither",NA,NA,NA,NA
"4151","Pccb",1,"neither",NA,NA,NA,NA
"4152","Pcdh1",1,"neither",NA,NA,NA,NA
"4153","Pcdh10",1,"neither",NA,NA,NA,NA
"4160","Pcdhac2",1,"neither",NA,NA,NA,NA
"4161","Pcdhgc4",1,"neither",NA,NA,NA,NA
"4162","Pcdhgc5",1,"neither",NA,NA,NA,NA
"4164","Pcgf1",1,"neither",NA,NA,NA,NA
"4165","Pcgf2",1,"neither",NA,NA,NA,NA
"4166","Pcif1",1,"neither",NA,NA,NA,NA
"4167","Pck2",1,"neither",NA,NA,NA,NA
"4172","Pcmtd2",1,"neither",NA,NA,NA,NA
"4173","Pcna",1,"neither",NA,NA,NA,NA
"4175","Pcnt",1,"neither",NA,NA,NA,NA
"4176","Pcnx",1,"neither",NA,NA,NA,NA
"4177","Pcnx2",1,"neither",NA,NA,NA,NA
"4178","Pcnx3",1,"neither",NA,NA,NA,NA
"4183","Pcsk2",1,"FFI",NA,NA,0.0358128776564979,-0.252903354677139
"4184","Pcx",1,"neither",NA,NA,NA,NA
"4187","Pcyt1b",1,"neither",NA,NA,NA,NA
"4188","Pcyt2",1,"neither",NA,NA,NA,NA
"4192","Pdcd2l",1,"neither",NA,NA,NA,NA
"4198","Pde10a",1,"neither",NA,NA,NA,NA
"4200","Pde1b",1,"neither",NA,NA,NA,NA
"4201","Pde2a",1,"neither",NA,NA,NA,NA
"4202","Pde4a",1,"neither",NA,NA,NA,NA
"4204","Pde4dip",1,"neither",NA,NA,NA,NA
"4208","Pde8b",1,"neither",NA,NA,NA,NA
"4209","Pde9a",1,"neither",NA,NA,NA,NA
"4217","Pdk2",1,"neither",NA,NA,NA,NA
"4218","Pdk3",1,"neither",NA,NA,NA,NA
"4221","Pdrg1",1,"neither",NA,NA,NA,NA
"4224","Pdss2",1,"neither",NA,NA,NA,NA
"4225","Pdxdc1",1,"neither",NA,NA,NA,NA
"4226","Pdxk",1,"neither",NA,NA,NA,NA
"4230","Pdzd4",1,"neither",NA,NA,NA,NA
"4237","Peli3",1,"FFI",NA,NA,0.00654202996194377,-0.3752857500936
"4240","Pepd",1,"neither",NA,NA,NA,NA
"4241","Per1",1,"neither",NA,NA,NA,NA
"4242","Pes1",1,"neither",NA,NA,NA,NA
"4247","Pex16",1,"neither",NA,NA,NA,NA
"4251","Pex5",1,"neither",NA,NA,NA,NA
"4252","Pex5l",1,"neither",NA,NA,NA,NA
"4253","Pex6",1,"neither",NA,NA,NA,NA
"4254","Pex7",1,"neither",NA,NA,NA,NA
"4260","Pfkl",1,"neither",NA,NA,NA,NA
"4261","Pfkm",1,"neither",NA,NA,NA,NA
"4262","Pfkp",1,"neither",NA,NA,NA,NA
"4265","Pgam1",1,"neither",NA,NA,NA,NA
"4269","Pgbd5",1,"neither",NA,NA,NA,NA
"4270","Pgd",1,"neither",NA,NA,NA,NA
"4273","Pgm1",1,"neither",NA,NA,NA,NA
"4275","Pgm3",1,"neither",NA,NA,NA,NA
"4278","Pgrmc2",1,"neither",NA,NA,NA,NA
"4279","Pgs1",1,"neither",NA,NA,NA,NA
"4280","Phactr1",1,"neither",NA,NA,NA,NA
"4281","Phactr3",1,"neither",NA,NA,NA,NA
"4284","Phb2",1,"neither",NA,NA,NA,NA
"4285","Phc2",1,"neither",NA,NA,NA,NA
"4286","Phf1",1,"neither",NA,NA,NA,NA
"4288","Phf12",1,"neither",NA,NA,NA,NA
"4293","Phf24",1,"neither",NA,NA,NA,NA
"4294","Phf3",1,"neither",NA,NA,NA,NA
"4299","Phkg2",1,"neither",NA,NA,NA,NA
"4302","Phlpp2",1,"both",0.0324672334684895,-0.274979622299572,1.54502565330291e-07,-0.570980753379887
"4305","Phpt1",1,"neither",NA,NA,NA,NA
"4306","Phrf1",1,"neither",NA,NA,NA,NA
"4307","Phtf1",1,"neither",NA,NA,NA,NA
"4308","Phyhip",1,"neither",NA,NA,NA,NA
"4310","Pi4k2a",1,"neither",NA,NA,NA,NA
"4311","Pi4ka",1,"neither",NA,NA,NA,NA
"4312","Pi4kb",1,"neither",NA,NA,NA,NA
"4316","Pias4",1,"neither",NA,NA,NA,NA
"4318","Pick1",1,"neither",NA,NA,NA,NA
"4322","Pigk",1,"neither",NA,NA,NA,NA
"4330","Pigz",1,"neither",NA,NA,NA,NA
"4332","Pik3c3",1,"FFI",NA,NA,0.0376584167297793,-0.305411773371446
"4334","Pik3cb",1,"neither",NA,NA,NA,NA
"4335","Pik3ip1",1,"neither",NA,NA,NA,NA
"4337","Pik3r2",1,"neither",NA,NA,NA,NA
"4339","Pik3r4",1,"neither",NA,NA,NA,NA
"4340","Pim2",1,"neither",NA,NA,NA,NA
"4344","Pink1",1,"neither",NA,NA,NA,NA
"4346","Pip4k2b",1,"neither",NA,NA,NA,NA
"4347","Pip4k2c",1,"neither",NA,NA,NA,NA
"4349","Pip5k1a",1,"neither",NA,NA,NA,NA
"4350","Pip5k1c",1,"neither",NA,NA,NA,NA
"4351","Pisd",1,"neither",NA,NA,NA,NA
"4353","Pitpna",1,"neither",NA,NA,NA,NA
"4356","Pitpnm1",1,"neither",NA,NA,NA,NA
"4357","Pitpnm2",1,"neither",NA,NA,NA,NA
"4358","Pitpnm3",1,"neither",NA,NA,NA,NA
"4359","Pitrm1",1,"neither",NA,NA,NA,NA
"4362","Pkd1",1,"neither",NA,NA,NA,NA
"4365","Pkm",1,"neither",NA,NA,NA,NA
"4366","Pkn1",1,"neither",NA,NA,NA,NA
"4367","Pkp4",1,"neither",NA,NA,NA,NA
"4368","Pla2g4e",1,"FFI",NA,NA,0.0278870662426456,-0.354651870981198
"4369","Pla2g6",1,"neither",NA,NA,NA,NA
"4373","Plbd2",1,"neither",NA,NA,NA,NA
"4375","Plcb3",1,"neither",NA,NA,NA,NA
"4377","Plcd3",1,"neither",NA,NA,NA,NA
"4378","Plcd4",1,"neither",NA,NA,NA,NA
"4379","Plcg1",1,"neither",NA,NA,NA,NA
"4380","Plch2",1,"neither",NA,NA,NA,NA
"4382","Plcl2",1,"neither",NA,NA,NA,NA
"4385","Plec",1,"neither",NA,NA,NA,NA
"4388","Plekha5",1,"neither",NA,NA,NA,NA
"4389","Plekha6",1,"neither",NA,NA,NA,NA
"4390","Plekha7",1,"neither",NA,NA,NA,NA
"4393","Plekhg5",1,"neither",NA,NA,NA,NA
"4395","Plekhm2",1,"neither",NA,NA,NA,NA
"4396","Plekhm3",1,"FFI",NA,NA,0.0127931248503535,-0.403106129893128
"4397","Plekhn1",1,"neither",NA,NA,NA,NA
"4399","Plk2",1,"neither",NA,NA,NA,NA
"4400","Plk5",1,"neither",NA,NA,NA,NA
"4402","Plod3",1,"neither",NA,NA,NA,NA
"4406","Plpp5",1,"neither",NA,NA,NA,NA
"4410","Plppr3",1,"neither",NA,NA,NA,NA
"4413","Plrg1",1,"neither",NA,NA,NA,NA
"4415","Pltp",1,"neither",NA,NA,NA,NA
"4417","Plxna1",1,"neither",NA,NA,NA,NA
"4418","Plxna2",1,"neither",NA,NA,NA,NA
"4419","Plxna3",1,"neither",NA,NA,NA,NA
"4420","Plxna4",1,"FFI",NA,NA,0.010812395026578,-0.348899959580115
"4421","Plxnb1",1,"neither",NA,NA,NA,NA
"4422","Plxnb2",1,"neither",NA,NA,NA,NA
"4423","Plxnd1",1,"neither",NA,NA,NA,NA
"4427","Pmpca",1,"neither",NA,NA,NA,NA
"4428","Pmpcb",1,"neither",NA,NA,NA,NA
"4430","Pnck",1,"neither",NA,NA,NA,NA
"4432","Pnkd",1,"neither",NA,NA,NA,NA
"4433","Pnma3",1,"neither",NA,NA,NA,NA
"4434","Pnmal1",1,"neither",NA,NA,NA,NA
"4435","Pnmal2",1,"neither",NA,NA,NA,NA
"4440","Pnpla6",1,"neither",NA,NA,NA,NA
"4447","Pofut2",1,"neither",NA,NA,NA,NA
"4451","Poldip2",1,"neither",NA,NA,NA,NA
"4455","Polg",1,"neither",NA,NA,NA,NA
"4456","Polr1a",1,"neither",NA,NA,NA,NA
"4457","Polr1c",1,"neither",NA,NA,NA,NA
"4459","Polr2a",1,"FFI",NA,NA,0.000801059095388375,-0.525513446753481
"4460","Polr2b",1,"FFI",NA,NA,0.0214559190267418,-0.372039798733938
"4472","Polr3a",1,"neither",NA,NA,NA,NA
"4473","Polr3c",1,"neither",NA,NA,NA,NA
"4475","Polr3e",1,"neither",NA,NA,NA,NA
"4476","Polr3h",1,"neither",NA,NA,NA,NA
"4478","Polrmt",1,"neither",NA,NA,NA,NA
"4479","Pom121",1,"neither",NA,NA,NA,NA
"4486","Por",1,"neither",NA,NA,NA,NA
"4489","Pou6f1",1,"neither",NA,NA,NA,NA
"4492","Ppan",1,"neither",NA,NA,NA,NA
"4494","Ppcdc",1,"neither",NA,NA,NA,NA
"4498","Ppfia3",1,"neither",NA,NA,NA,NA
"4499","Ppfia4",1,"neither",NA,NA,NA,NA
"4505","Ppil2",1,"neither",NA,NA,NA,NA
"4507","Ppip5k1",1,"FFI",NA,NA,0.00375516378793674,-0.452361355035125
"4509","Ppm1a",1,"neither",NA,NA,NA,NA
"4512","Ppm1f",1,"neither",NA,NA,NA,NA
"4513","Ppm1g",1,"neither",NA,NA,NA,NA
"4514","Ppm1h",1,"neither",NA,NA,NA,NA
"4516","Ppm1l",1,"neither",NA,NA,NA,NA
"4517","Ppme1",1,"neither",NA,NA,NA,NA
"4518","Ppox",1,"neither",NA,NA,NA,NA
"4524","Ppp1r12b",1,"neither",NA,NA,NA,NA
"4526","Ppp1r13b",1,"neither",NA,NA,NA,NA
"4529","Ppp1r16a",1,"neither",NA,NA,NA,NA
"4530","Ppp1r16b",1,"neither",NA,NA,NA,NA
"4535","Ppp1r26",1,"neither",NA,NA,NA,NA
"4536","Ppp1r37",1,"neither",NA,NA,NA,NA
"4541","Ppp1r9b",1,"neither",NA,NA,NA,NA
"4547","Ppp2r2c",1,"neither",NA,NA,NA,NA
"4548","Ppp2r2d",1,"neither",NA,NA,NA,NA
"4550","Ppp2r3d",1,"neither",NA,NA,NA,NA
"4552","Ppp2r5b",1,"neither",NA,NA,NA,NA
"4560","Ppp4c",1,"neither",NA,NA,NA,NA
"4563","Ppp4r3a",1,"neither",NA,NA,NA,NA
"4564","Ppp4r3b",1,"neither",NA,NA,NA,NA
"4566","Ppp5c",1,"neither",NA,NA,NA,NA
"4568","Ppp6r1",1,"neither",NA,NA,NA,NA
"4569","Ppp6r2",1,"neither",NA,NA,NA,NA
"4570","Ppp6r3",1,"neither",NA,NA,NA,NA
"4571","Pprc1",1,"neither",NA,NA,NA,NA
"4573","Ppt2",1,"neither",NA,NA,NA,NA
"4577","Prcc",1,"neither",NA,NA,NA,NA
"4578","Prdm2",1,"neither",NA,NA,NA,NA
"4585","Preb",1,"neither",NA,NA,NA,NA
"4588","Prepl",1,"both",0.0487973315294846,-0.263665892749872,0.000190468623207436,-0.433665174614409
"4589","Prex1",1,"neither",NA,NA,NA,NA
"4590","Prickle1",1,"neither",NA,NA,NA,NA
"4591","Prickle2",1,"neither",NA,NA,NA,NA
"4594","Prkaca",1,"neither",NA,NA,NA,NA
"4596","Prkag2",1,"neither",NA,NA,NA,NA
"4598","Prkar1b",1,"neither",NA,NA,NA,NA
"4603","Prkcd",1,"neither",NA,NA,NA,NA
"4605","Prkcg",1,"neither",NA,NA,NA,NA
"4607","Prkcz",1,"neither",NA,NA,NA,NA
"4609","Prmt1",1,"neither",NA,NA,NA,NA
"4610","Prmt2",1,"neither",NA,NA,NA,NA
"4611","Prmt5",1,"neither",NA,NA,NA,NA
"4612","Prmt7",1,"neither",NA,NA,NA,NA
"4613","Prmt8",1,"neither",NA,NA,NA,NA
"4616","Prpf19",1,"neither",NA,NA,NA,NA
"4619","Prpf40b",1,"neither",NA,NA,NA,NA
"4621","Prpf6",1,"neither",NA,NA,NA,NA
"4622","Prpf8",1,"FFI",NA,NA,0.000573921434580743,-0.589682930096875
"4626","Prpsap1",1,"neither",NA,NA,NA,NA
"4628","Prr12",1,"neither",NA,NA,NA,NA
"4630","Prr14",1,"neither",NA,NA,NA,NA
"4633","Prrc2a",1,"neither",NA,NA,NA,NA
"4634","Prrc2b",1,"both",0.0147554331211815,-0.305897577786276,3.27792374400713e-05,-0.497295301963829
"4641","Prxl2b",1,"neither",NA,NA,NA,NA
"4644","Psd",1,"neither",NA,NA,NA,NA
"4652","Psma4",1,"neither",NA,NA,NA,NA
"4653","Psma5",1,"neither",NA,NA,NA,NA
"4655","Psma7",1,"neither",NA,NA,NA,NA
"4664","Psmc1",1,"neither",NA,NA,NA,NA
"4665","Psmc2",1,"neither",NA,NA,NA,NA
"4666","Psmc3",1,"neither",NA,NA,NA,NA
"4667","Psmc4",1,"neither",NA,NA,NA,NA
"4668","Psmc5",1,"neither",NA,NA,NA,NA
"4669","Psmc6",1,"neither",NA,NA,NA,NA
"4670","Psmd1",1,"neither",NA,NA,NA,NA
"4672","Psmd12",1,"neither",NA,NA,NA,NA
"4675","Psmd2",1,"neither",NA,NA,NA,NA
"4679","Psmd7",1,"neither",NA,NA,NA,NA
"4684","Psme3ip1",1,"neither",NA,NA,NA,NA
"4685","Psmf1",1,"neither",NA,NA,NA,NA
"4689","Pspc1",1,"neither",NA,NA,NA,NA
"4691","Ptbp1",1,"neither",NA,NA,NA,NA
"4693","Ptcd3",1,"neither",NA,NA,NA,NA
"4702","Ptk2",1,"neither",NA,NA,NA,NA
"4703","Ptk2b",1,"neither",NA,NA,NA,NA
"4713","Ptpn11",1,"neither",NA,NA,NA,NA
"4715","Ptpn23",1,"neither",NA,NA,NA,NA
"4717","Ptpn5",1,"neither",NA,NA,NA,NA
"4718","Ptpra",1,"neither",NA,NA,NA,NA
"4720","Ptprf",1,"neither",NA,NA,NA,NA
"4722","Ptprm",1,"both",0.0253068738039755,-0.3213943226164,0.0389409009952754,-0.324407646764961
"4724","Ptprn2",1,"neither",NA,NA,NA,NA
"4725","Ptprs",1,"neither",NA,NA,NA,NA
"4727","Ptpru",1,"neither",NA,NA,NA,NA
"4734","Pum3",1,"neither",NA,NA,NA,NA
"4737","Pus1",1,"neither",NA,NA,NA,NA
"4739","Pwp2",1,"neither",NA,NA,NA,NA
"4740","Pwwp3a",1,"neither",NA,NA,NA,NA
"4741","Pxk",1,"neither",NA,NA,NA,NA
"4742","Pycr2",1,"neither",NA,NA,NA,NA
"4744","Pygb",1,"neither",NA,NA,NA,NA
"4747","Qars",1,"neither",NA,NA,NA,NA
"4751","Qrich1",1,"neither",NA,NA,NA,NA
"4752","Qrsl1",1,"neither",NA,NA,NA,NA
"4753","Qsox1",1,"neither",NA,NA,NA,NA
"4754","Qtrt1",1,"neither",NA,NA,NA,NA
"4755","R3hcc1",1,"neither",NA,NA,NA,NA
"4760","Rab11a",1,"neither",NA,NA,NA,NA
"4763","Rab11fip3",1,"neither",NA,NA,NA,NA
"4764","Rab11fip4",1,"neither",NA,NA,NA,NA
"4765","Rab11fip5",1,"neither",NA,NA,NA,NA
"4768","Rab15",1,"neither",NA,NA,NA,NA
"4774","Rab26",1,"neither",NA,NA,NA,NA
"4779","Rab33a",1,"neither",NA,NA,NA,NA
"4781","Rab35",1,"neither",NA,NA,NA,NA
"4786","Rab3gap1",1,"neither",NA,NA,NA,NA
"4787","Rab3gap2",1,"FFI",NA,NA,0.0208624548448745,-0.353755371420328
"4789","Rab4a",1,"neither",NA,NA,NA,NA
"4792","Rab5b",1,"neither",NA,NA,NA,NA
"4793","Rab5c",1,"neither",NA,NA,NA,NA
"4796","Rab6b",1,"neither",NA,NA,NA,NA
"4798","Rab8a",1,"neither",NA,NA,NA,NA
"4806","Rabggta",1,"neither",NA,NA,NA,NA
"4808","Rabl2",1,"neither",NA,NA,NA,NA
"4809","Rabl6",1,"neither",NA,NA,NA,NA
"4816","Rad51d",1,"neither",NA,NA,NA,NA
"4818","Rae1",1,"neither",NA,NA,NA,NA
"4819","Raf1",1,"neither",NA,NA,NA,NA
"4820","Rai1",1,"neither",NA,NA,NA,NA
"4822","Ralbp1",1,"neither",NA,NA,NA,NA
"4823","Ralgapa1",1,"neither",NA,NA,NA,NA
"4824","Ralgapb",1,"FFI",NA,NA,0.00206497429942634,-0.378775599205597
"4825","Ralgds",1,"neither",NA,NA,NA,NA
"4832","Ran",1,"neither",NA,NA,NA,NA
"4834","Ranbp3",1,"neither",NA,NA,NA,NA
"4837","Rangap1",1,"neither",NA,NA,NA,NA
"4841","Rap1gap",1,"neither",NA,NA,NA,NA
"4842","Rap1gap2",1,"FFI",NA,NA,0.00496547067233507,-0.382744556384866
"4846","Rapgef1",1,"neither",NA,NA,NA,NA
"4848","Rapgef3",1,"neither",NA,NA,NA,NA
"4851","Rapgef6",1,"neither",NA,NA,NA,NA
"4852","Rapgefl1",1,"neither",NA,NA,NA,NA
"4853","Rars",1,"neither",NA,NA,NA,NA
"4856","Rasa3",1,"neither",NA,NA,NA,NA
"4857","Rasal1",1,"neither",NA,NA,NA,NA
"4858","Rasd2",1,"neither",NA,NA,NA,NA
"4861","Rasgrf1",1,"FFI",NA,NA,0.00205321076346341,-0.426640954487547
"4862","Rasgrf2",1,"FFI",NA,NA,0.000256438031466838,-0.542573906163425
"4866","Rasl10b",1,"neither",NA,NA,NA,NA
"4867","Rasl11b",1,"neither",NA,NA,NA,NA
"4868","Rassf1",1,"neither",NA,NA,NA,NA
"4872","Rbbp5",1,"neither",NA,NA,NA,NA
"4876","Rbck1",1,"neither",NA,NA,NA,NA
"4879","Rbfox2",1,"both",0.0401891201535145,-0.233615313380909,0.0139347339560365,-0.302440311894894
"4880","Rbfox3",1,"neither",NA,NA,NA,NA
"4882","Rbm10",1,"neither",NA,NA,NA,NA
"4883","Rbm15b",1,"neither",NA,NA,NA,NA
"4884","Rbm17",1,"neither",NA,NA,NA,NA
"4887","Rbm28",1,"neither",NA,NA,NA,NA
"4891","Rbm43",1,"neither",NA,NA,NA,NA
"4892","Rbm5",1,"neither",NA,NA,NA,NA
"4893","Rbm6",1,"neither",NA,NA,NA,NA
"4895","Rbm8a",1,"neither",NA,NA,NA,NA
"4900","Rbsn",1,"neither",NA,NA,NA,NA
"4905","Rcan3",1,"neither",NA,NA,NA,NA
"4907","Rcbtb2",1,"neither",NA,NA,NA,NA
"4908","Rcc1l",1,"neither",NA,NA,NA,NA
"4909","Rcc2",1,"neither",NA,NA,NA,NA
"4912","Rdh13",1,"neither",NA,NA,NA,NA
"4914","Rdx",1,"neither",NA,NA,NA,NA
"4915","Recql",1,"neither",NA,NA,NA,NA
"4916","Recql5",1,"neither",NA,NA,NA,NA
"4923","Reps1",1,"neither",NA,NA,NA,NA
"4926","Rere",1,"neither",NA,NA,NA,NA
"4930","Rev3l",1,"neither",NA,NA,NA,NA
"4932","Rexo1",1,"neither",NA,NA,NA,NA
"4933","Rexo4",1,"neither",NA,NA,NA,NA
"4938","Rftn1",1,"neither",NA,NA,NA,NA
"4940","Rgl1",1,"neither",NA,NA,NA,NA
"4941","Rgl2",1,"neither",NA,NA,NA,NA
"4942","Rgma",1,"neither",NA,NA,NA,NA
"4944","Rgp1",1,"neither",NA,NA,NA,NA
"4947","Rgs12",1,"neither",NA,NA,NA,NA
"4950","Rgs2",1,"neither",NA,NA,NA,NA
"4954","Rgs6",1,"neither",NA,NA,NA,NA
"4956","Rgs8",1,"neither",NA,NA,NA,NA
"4957","Rgs9",1,"neither",NA,NA,NA,NA
"4965","Rhobtb2",1,"neither",NA,NA,NA,NA
"4967","Rhof",1,"neither",NA,NA,NA,NA
"4971","Rhot2",1,"neither",NA,NA,NA,NA
"4978","Rilpl1",1,"neither",NA,NA,NA,NA
"4979","Rimbp2",1,"neither",NA,NA,NA,NA
"4980","Rimkla",1,"neither",NA,NA,NA,NA
"4981","Rimklb",1,"neither",NA,NA,NA,NA
"4984","Rims3",1,"neither",NA,NA,NA,NA
