"","name","module","disease","padj_CJD","lFC_CJD","padj_FFI","lFC_FFI"
"9","1110051M20Rik",1,"neither",NA,NA,NA,NA
"16","1700003E16Rik",1,"neither",NA,NA,NA,NA
"20","1810009A15Rik",1,"neither",NA,NA,NA,NA
"24","2210016L21Rik",1,"neither",NA,NA,NA,NA
"30","2310061I04Rik",1,"neither",NA,NA,NA,NA
"31","2410002F23Rik",1,"neither",NA,NA,NA,NA
"38","2610507B11Rik",1,"neither",NA,NA,NA,NA
"42","4930402H24Rik",1,"neither",NA,NA,NA,NA
"44","4932438A13Rik",1,"FFI",NA,NA,0.0151676209534848,-0.384077816175312
"45","4933427D14Rik",1,"neither",NA,NA,NA,NA
"48","5730409E04Rik",1,"neither",NA,NA,NA,NA
"50","6030458C11Rik",1,"neither",NA,NA,NA,NA
"52","6430548M08Rik",1,"neither",NA,NA,NA,NA
"54","9130401M01Rik",1,"neither",NA,NA,NA,NA
"58","9930104L06Rik",1,"neither",NA,NA,NA,NA
"61","A930011G23Rik",1,"neither",NA,NA,NA,NA
"62","Aaas",1,"neither",NA,NA,NA,NA
"63","Aagab",1,"neither",NA,NA,NA,NA
"66","Aamp",1,"neither",NA,NA,NA,NA
"67","Aar2",1,"neither",NA,NA,NA,NA
"68","Aars",1,"neither",NA,NA,NA,NA
"69","Aars2",1,"neither",NA,NA,NA,NA
"72","Aatk",1,"neither",NA,NA,NA,NA
"73","Abat",1,"neither",NA,NA,NA,NA
"74","Abca2",1,"neither",NA,NA,NA,NA
"75","Abca3",1,"neither",NA,NA,NA,NA
"77","Abca8a",1,"neither",NA,NA,NA,NA
"81","Abcb9",1,"neither",NA,NA,NA,NA
"82","Abcc5",1,"neither",NA,NA,NA,NA
"83","Abcc8",1,"neither",NA,NA,NA,NA
"87","Abcf1",1,"neither",NA,NA,NA,NA
"88","Abcf2",1,"neither",NA,NA,NA,NA
"89","Abcf3",1,"neither",NA,NA,NA,NA
"90","Abcg1",1,"neither",NA,NA,NA,NA
"91","Abcg4",1,"neither",NA,NA,NA,NA
"95","Abhd16a",1,"neither",NA,NA,NA,NA
"102","Abhd6",1,"neither",NA,NA,NA,NA
"103","Abhd8",1,"neither",NA,NA,NA,NA
"104","Abi1",1,"neither",NA,NA,NA,NA
"107","Abr",1,"neither",NA,NA,NA,NA
"108","Abtb1",1,"neither",NA,NA,NA,NA
"111","Acaca",1,"neither",NA,NA,NA,NA
"112","Acad8",1,"neither",NA,NA,NA,NA
"113","Acad9",1,"neither",NA,NA,NA,NA
"115","Acadm",1,"FFI",NA,NA,0.00546898755861041,-0.419209024255149
"116","Acadsb",1,"neither",NA,NA,NA,NA
"117","Acadvl",1,"neither",NA,NA,NA,NA
"119","Acap3",1,"neither",NA,NA,NA,NA
"120","Acat1",1,"neither",NA,NA,NA,NA
"121","Acat2",1,"neither",NA,NA,NA,NA
"127","Acin1",1,"neither",NA,NA,NA,NA
"129","Acly",1,"neither",NA,NA,NA,NA
"130","Aco2",1,"neither",NA,NA,NA,NA
"134","Acot8",1,"neither",NA,NA,NA,NA
"136","Acox1",1,"neither",NA,NA,NA,NA
"137","Acox3",1,"neither",NA,NA,NA,NA
"138","Acrbp",1,"neither",NA,NA,NA,NA
"140","Acsf3",1,"neither",NA,NA,NA,NA
"143","Acsl5",1,"neither",NA,NA,NA,NA
"145","Acss2",1,"neither",NA,NA,NA,NA
"148","Actl6a",1,"neither",NA,NA,NA,NA
"149","Actl6b",1,"neither",NA,NA,NA,NA
"153","Actr10",1,"neither",NA,NA,NA,NA
"154","Actr1a",1,"neither",NA,NA,NA,NA
"155","Actr1b",1,"neither",NA,NA,NA,NA
"160","Actr8",1,"neither",NA,NA,NA,NA
"162","Acvr1b",1,"neither",NA,NA,NA,NA
"164","Acy1",1,"neither",NA,NA,NA,NA
"165","Acyp1",1,"neither",NA,NA,NA,NA
"169","Adam11",1,"neither",NA,NA,NA,NA
"175","Adar",1,"neither",NA,NA,NA,NA
"176","Adarb1",1,"FFI",NA,NA,0.0369222874056442,-0.278164932967879
"177","Adck1",1,"neither",NA,NA,NA,NA
"178","Adck2",1,"neither",NA,NA,NA,NA
"179","Adck5",1,"neither",NA,NA,NA,NA
"180","Adcy1",1,"FFI",NA,NA,0.000594380473765028,-0.511626437876588
"181","Adcy2",1,"neither",NA,NA,NA,NA
"182","Adcy3",1,"neither",NA,NA,NA,NA
"183","Adcy5",1,"neither",NA,NA,NA,NA
"184","Adcy6",1,"neither",NA,NA,NA,NA
"185","Adcyap1r1",1,"neither",NA,NA,NA,NA
"186","Add1",1,"neither",NA,NA,NA,NA
"187","Add2",1,"neither",NA,NA,NA,NA
"190","Adgrb1",1,"neither",NA,NA,NA,NA
"191","Adgrb2",1,"neither",NA,NA,NA,NA
"192","Adgrb3",1,"neither",NA,NA,NA,NA
"194","Adgrl1",1,"FFI",NA,NA,0.00559388075863034,-0.372178384563166
"195","Adgrl2",1,"neither",NA,NA,NA,NA
"196","Adgrl3",1,"FFI",NA,NA,0.042793809486171,-0.328598220244619
"197","Adh5",1,"neither",NA,NA,NA,NA
"202","Adora1",1,"neither",NA,NA,NA,NA
"204","Adprh",1,"neither",NA,NA,NA,NA
"205","Adprhl2",1,"neither",NA,NA,NA,NA
"208","Adrm1",1,"neither",NA,NA,NA,NA
"209","Adsl",1,"neither",NA,NA,NA,NA
"214","Afdn",1,"neither",NA,NA,NA,NA
"216","Afg3l1",1,"neither",NA,NA,NA,NA
"217","Afg3l2",1,"neither",NA,NA,NA,NA
"218","Agap1",1,"FFI",NA,NA,0.0200853971430492,-0.330175926642142
"219","Agap2",1,"FFI",NA,NA,0.0481492731993138,-0.308886934208238
"220","Agap3",1,"neither",NA,NA,NA,NA
"221","Agbl4",1,"neither",NA,NA,NA,NA
"222","Agbl5",1,"neither",NA,NA,NA,NA
"225","Agk",1,"neither",NA,NA,NA,NA
"226","Ago1",1,"FFI",NA,NA,0.0407275308835141,-0.272976071507422
"228","Agpat3",1,"neither",NA,NA,NA,NA
"232","Agrn",1,"neither",NA,NA,NA,NA
"234","Agtpbp1",1,"FFI",NA,NA,0.012556599778273,-0.376082581474414
"235","Ahctf1",1,"FFI",NA,NA,0.00825504962122845,-0.433112896657494
"238","Ahdc1",1,"FFI",NA,NA,0.00804676206737744,-0.478449110679725
"241","Ahsa2",1,"neither",NA,NA,NA,NA
"246","AI854703",1,"neither",NA,NA,NA,NA
"248","Aifm1",1,"neither",NA,NA,NA,NA
"249","Aifm3",1,"neither",NA,NA,NA,NA
"255","Ajm1",1,"neither",NA,NA,NA,NA
"259","Ak5",1,"neither",NA,NA,NA,NA
"260","Akap11",1,"FFI",NA,NA,0.0224233576233722,-0.374382529527453
"261","Akap12",1,"FFI",NA,NA,0.00159823464743703,-0.476190422213111
"263","Akap6",1,"FFI",NA,NA,0.0174692664065846,-0.403652084974966
"266","Akap8l",1,"neither",NA,NA,NA,NA
"267","Akap9",1,"neither",NA,NA,NA,NA
"271","Akr1b10",1,"neither",NA,NA,NA,NA
"272","Akr1b3",1,"neither",NA,NA,NA,NA
"273","Akr1c18",1,"neither",NA,NA,NA,NA
"274","Akr1e1",1,"neither",NA,NA,NA,NA
"276","Akt1",1,"neither",NA,NA,NA,NA
"278","Akt2",1,"neither",NA,NA,NA,NA
"282","Alas1",1,"FFI",NA,NA,0.041833376993921,-0.334905768989465
"284","Aldh18a1",1,"neither",NA,NA,NA,NA
"287","Aldh2",1,"neither",NA,NA,NA,NA
"288","Aldh3a2",1,"neither",NA,NA,NA,NA
"291","Aldh7a1",1,"both",0.00518897180786078,-0.452573951490311,0.0156674122765884,-0.391262285869936
"292","Aldh9a1",1,"neither",NA,NA,NA,NA
"295","Alg1",1,"neither",NA,NA,NA,NA
"298","Alg2",1,"neither",NA,NA,NA,NA
"300","Alkbh3",1,"neither",NA,NA,NA,NA
"304","Als2",1,"FFI",NA,NA,0.0111491377694638,-0.379824426577279
"306","Amacr",1,"neither",NA,NA,NA,NA
"307","Ambra1",1,"neither",NA,NA,NA,NA
"311","Amigo1",1,"neither",NA,NA,NA,NA
"314","Amotl1",1,"neither",NA,NA,NA,NA
"315","Ampd2",1,"neither",NA,NA,NA,NA
"318","Anapc1",1,"neither",NA,NA,NA,NA
"323","Anapc2",1,"neither",NA,NA,NA,NA
"324","Anapc4",1,"neither",NA,NA,NA,NA
"326","Anapc7",1,"neither",NA,NA,NA,NA
"327","Angel2",1,"neither",NA,NA,NA,NA
"329","Ank1",1,"FFI",NA,NA,0.04177774612433,-0.357551820731187
"331","Ank3",1,"neither",NA,NA,NA,NA
"337","Ankrd11",1,"neither",NA,NA,NA,NA
"340","Ankrd13b",1,"neither",NA,NA,NA,NA
"342","Ankrd13d",1,"neither",NA,NA,NA,NA
"345","Ankrd24",1,"neither",NA,NA,NA,NA
"349","Ankrd35",1,"FFI",NA,NA,0.0254323804385716,-0.359717935116112
"353","Ankrd50",1,"neither",NA,NA,NA,NA
"354","Ankrd52",1,"FFI",NA,NA,0.0045933753768109,-0.492561043136454
"356","Anks1",1,"neither",NA,NA,NA,NA
"357","Anks1b",1,"neither",NA,NA,NA,NA
"358","Anks3",1,"neither",NA,NA,NA,NA
"360","Ano10",1,"neither",NA,NA,NA,NA
"363","Ano8",1,"neither",NA,NA,NA,NA
"365","Anp32b",1,"neither",NA,NA,NA,NA
"370","Anxa6",1,"neither",NA,NA,NA,NA
"371","Anxa7",1,"neither",NA,NA,NA,NA
"374","Ap1b1",1,"neither",NA,NA,NA,NA
"376","Ap1m1",1,"neither",NA,NA,NA,NA
"379","Ap2a1",1,"neither",NA,NA,NA,NA
"380","Ap2a2",1,"neither",NA,NA,NA,NA
"381","Ap2b1",1,"neither",NA,NA,NA,NA
"382","Ap2m1",1,"neither",NA,NA,NA,NA
"384","Ap3b1",1,"neither",NA,NA,NA,NA
"385","Ap3b2",1,"neither",NA,NA,NA,NA
"386","Ap3d1",1,"neither",NA,NA,NA,NA
"388","Ap3m2",1,"neither",NA,NA,NA,NA
"390","Ap3s2",1,"neither",NA,NA,NA,NA
"391","Ap4m1",1,"neither",NA,NA,NA,NA
"394","Ap5s1",1,"neither",NA,NA,NA,NA
"395","Apba1",1,"FFI",NA,NA,0.00588138295134357,-0.334054594244778
"396","Apba2",1,"neither",NA,NA,NA,NA
"398","Apbb1",1,"neither",NA,NA,NA,NA
"400","Apbb3",1,"neither",NA,NA,NA,NA
"402","Apc2",1,"FFI",NA,NA,0.00810585820435473,-0.469234492165504
"403","Apeh",1,"FFI",NA,NA,0.00781203811241897,-0.43042635353015
"408","Apip",1,"neither",NA,NA,NA,NA
"423","Arc",1,"both",0.0001605280367481,-0.950309041363756,0.0164246251928026,-0.427942431275419
"425","Arel1",1,"FFI",NA,NA,0.0301388671699514,-0.255574496545227
"427","Arf2",1,"neither",NA,NA,NA,NA
"428","Arf3",1,"neither",NA,NA,NA,NA
"432","Arfgap1",1,"neither",NA,NA,NA,NA
"433","Arfgap2",1,"neither",NA,NA,NA,NA
"436","Arfip2",1,"neither",NA,NA,NA,NA
"438","Arhgap1",1,"neither",NA,NA,NA,NA
"441","Arhgap21",1,"neither",NA,NA,NA,NA
"442","Arhgap23",1,"neither",NA,NA,NA,NA
"443","Arhgap26",1,"neither",NA,NA,NA,NA
"444","Arhgap32",1,"FFI",NA,NA,0.000612455294775051,-0.442155180265191
"445","Arhgap33",1,"neither",NA,NA,NA,NA
"446","Arhgap35",1,"FFI",NA,NA,0.0301388671699514,-0.308125227843437
"447","Arhgap39",1,"neither",NA,NA,NA,NA
"448","Arhgap44",1,"FFI",NA,NA,0.0302689002985985,-0.245213216976161
"452","Arhgef1",1,"neither",NA,NA,NA,NA
"454","Arhgef10l",1,"neither",NA,NA,NA,NA
"455","Arhgef11",1,"neither",NA,NA,NA,NA
"457","Arhgef17",1,"neither",NA,NA,NA,NA
"458","Arhgef2",1,"neither",NA,NA,NA,NA
"459","Arhgef25",1,"neither",NA,NA,NA,NA
"460","Arhgef28",1,"neither",NA,NA,NA,NA
"461","Arhgef3",1,"neither",NA,NA,NA,NA
"462","Arhgef4",1,"neither",NA,NA,NA,NA
"463","Arhgef40",1,"neither",NA,NA,NA,NA
"469","Arih2",1,"neither",NA,NA,NA,NA
"474","Arl16",1,"neither",NA,NA,NA,NA
"480","Arl4d",1,"neither",NA,NA,NA,NA
"490","Armc6",1,"neither",NA,NA,NA,NA
"492","Armc9",1,"neither",NA,NA,NA,NA
"496","Armcx4",1,"both",7.46971239550773e-05,-0.68019699092216,2.82895494884692e-08,-0.932338674035255
"497","Arnt2",1,"FFI",NA,NA,0.0498960893618763,-0.254633638473167
"498","Arpc1a",1,"neither",NA,NA,NA,NA
"504","Arrb1",1,"neither",NA,NA,NA,NA
"507","Arsa",1,"neither",NA,NA,NA,NA
"513","As3mt",1,"neither",NA,NA,NA,NA
"515","Asap1",1,"neither",NA,NA,NA,NA
"518","Asb8",1,"neither",NA,NA,NA,NA
"520","Ascc3",1,"neither",NA,NA,NA,NA
"521","Ash1l",1,"both",0.0118132022741654,-0.362087008828438,0.000583313926714417,-0.509382445285062
"522","Asic1",1,"neither",NA,NA,NA,NA
"523","Asic2",1,"neither",NA,NA,NA,NA
"524","Asl",1,"neither",NA,NA,NA,NA
"525","Asns",1,"neither",NA,NA,NA,NA
"528","Asphd1",1,"neither",NA,NA,NA,NA
"533","Astn2",1,"neither",NA,NA,NA,NA
"537","Atcay",1,"neither",NA,NA,NA,NA
"542","Atf6",1,"neither",NA,NA,NA,NA
"543","Atf6b",1,"neither",NA,NA,NA,NA
"545","Atg101",1,"neither",NA,NA,NA,NA
"547","Atg13",1,"neither",NA,NA,NA,NA
"548","Atg16l1",1,"neither",NA,NA,NA,NA
"550","Atg2a",1,"neither",NA,NA,NA,NA
"551","Atg2b",1,"neither",NA,NA,NA,NA
"552","Atg4b",1,"neither",NA,NA,NA,NA
"555","Atg7",1,"neither",NA,NA,NA,NA
"556","Atg9a",1,"neither",NA,NA,NA,NA
"557","Atic",1,"neither",NA,NA,NA,NA
"558","Atl1",1,"FFI",NA,NA,0.0011928279848617,-0.542445946686075
"560","Atmin",1,"neither",NA,NA,NA,NA
"563","Atp11a",1,"neither",NA,NA,NA,NA
"565","Atp13a1",1,"neither",NA,NA,NA,NA
"566","Atp13a2",1,"neither",NA,NA,NA,NA
"569","Atp1a1",1,"neither",NA,NA,NA,NA
"570","Atp1a2",1,"neither",NA,NA,NA,NA
"577","Atp2b2",1,"FFI",NA,NA,0.0407275308835141,-0.241207828486624
"578","Atp2b3",1,"FFI",NA,NA,0.0141341321906151,-0.39149392458193
"579","Atp2b4",1,"neither",NA,NA,NA,NA
"601","Atp6v0a1",1,"neither",NA,NA,NA,NA
"605","Atp6v0d1",1,"neither",NA,NA,NA,NA
"608","Atp6v1b2",1,"neither",NA,NA,NA,NA
"618","Atp8a2",1,"FFI",NA,NA,0.0328566824622871,-0.326952637028096
"619","Atp8b2",1,"neither",NA,NA,NA,NA
"620","Atp9a",1,"neither",NA,NA,NA,NA
"621","Atp9b",1,"neither",NA,NA,NA,NA
"624","Atrn",1,"neither",NA,NA,NA,NA
"628","Atxn10",1,"neither",NA,NA,NA,NA
"630","Atxn2l",1,"neither",NA,NA,NA,NA
"632","Atxn7l3",1,"neither",NA,NA,NA,NA
"634","AU040320",1,"neither",NA,NA,NA,NA
"638","Auts2",1,"neither",NA,NA,NA,NA
"644","Axin1",1,"neither",NA,NA,NA,NA
"647","Azin2",1,"neither",NA,NA,NA,NA
"654","B3gat1",1,"neither",NA,NA,NA,NA
"656","B4galnt1",1,"neither",NA,NA,NA,NA
"657","B4galnt4",1,"neither",NA,NA,NA,NA
"658","B4galt2",1,"neither",NA,NA,NA,NA
"659","B4galt3",1,"neither",NA,NA,NA,NA
"660","B4galt5",1,"neither",NA,NA,NA,NA
"668","Babam2",1,"neither",NA,NA,NA,NA
"669","Bace1",1,"neither",NA,NA,NA,NA
"670","Bad",1,"neither",NA,NA,NA,NA
"671","Bag1",1,"neither",NA,NA,NA,NA
"672","Bag3",1,"neither",NA,NA,NA,NA
"675","Bag6",1,"neither",NA,NA,NA,NA
"676","Bahcc1",1,"neither",NA,NA,NA,NA
"677","Baiap3",1,"neither",NA,NA,NA,NA
"679","Bap1",1,"neither",NA,NA,NA,NA
"682","Baz1b",1,"neither",NA,NA,NA,NA
"683","Baz2b",1,"neither",NA,NA,NA,NA
"685","Bbs2",1,"neither",NA,NA,NA,NA
"686","Bbs4",1,"neither",NA,NA,NA,NA
"688","Bbs7",1,"FFI",NA,NA,0.0307739880756679,-0.373225118194289
"689","Bbs9",1,"FFI",NA,NA,0.0349773689949272,-0.34025178459824
"692","BC005624",1,"neither",NA,NA,NA,NA
"696","Bcan",1,"neither",NA,NA,NA,NA
"699","Bcas3",1,"neither",NA,NA,NA,NA
"700","Bcat1",1,"neither",NA,NA,NA,NA
"702","Bckdha",1,"neither",NA,NA,NA,NA
"704","Bckdk",1,"neither",NA,NA,NA,NA
"708","Bcl2l2",1,"neither",NA,NA,NA,NA
"710","Bcl7a",1,"neither",NA,NA,NA,NA
"713","Bclaf1",1,"neither",NA,NA,NA,NA
"714","Bcr",1,"neither",NA,NA,NA,NA
"715","Bdh1",1,"neither",NA,NA,NA,NA
"716","Becn1",1,"neither",NA,NA,NA,NA
"717","Begain",1,"neither",NA,NA,NA,NA
"724","Bicd2",1,"neither",NA,NA,NA,NA
"725","Bicdl1",1,"neither",NA,NA,NA,NA
"726","Bin1",1,"neither",NA,NA,NA,NA
"730","Blmh",1,"neither",NA,NA,NA,NA
"734","Blvra",1,"neither",NA,NA,NA,NA
"738","Bmp1",1,"neither",NA,NA,NA,NA
"741","Bms1",1,"neither",NA,NA,NA,NA
"750","Bop1",1,"neither",NA,NA,NA,NA
"752","Bpgm",1,"neither",NA,NA,NA,NA
"755","Bptf",1,"neither",NA,NA,NA,NA
"757","Brap",1,"neither",NA,NA,NA,NA
"758","Brd1",1,"neither",NA,NA,NA,NA
"759","Brd2",1,"neither",NA,NA,NA,NA
"761","Brd3os",1,"neither",NA,NA,NA,NA
"762","Brd4",1,"neither",NA,NA,NA,NA
"763","Brd7",1,"neither",NA,NA,NA,NA
"764","Brd8",1,"neither",NA,NA,NA,NA
"765","Brd9",1,"neither",NA,NA,NA,NA
"766","Brf1",1,"neither",NA,NA,NA,NA
"769","Brinp1",1,"neither",NA,NA,NA,NA
"770","Brinp2",1,"neither",NA,NA,NA,NA
"773","Brms1",1,"neither",NA,NA,NA,NA
"776","Brpf3",1,"neither",NA,NA,NA,NA
"777","Brsk1",1,"neither",NA,NA,NA,NA
"778","Brsk2",1,"neither",NA,NA,NA,NA
"783","Bsn",1,"neither",NA,NA,NA,NA
"786","Btbd11",1,"neither",NA,NA,NA,NA
"788","Btbd2",1,"neither",NA,NA,NA,NA
"792","Btbd9",1,"neither",NA,NA,NA,NA
"795","Btrc",1,"neither",NA,NA,NA,NA
"796","Bub3",1,"neither",NA,NA,NA,NA
"800","C030006K11Rik",1,"neither",NA,NA,NA,NA
"801","C130074G19Rik",1,"neither",NA,NA,NA,NA
"808","C2cd2l",1,"neither",NA,NA,NA,NA
"809","C2cd3",1,"neither",NA,NA,NA,NA
"810","C2cd5",1,"neither",NA,NA,NA,NA
"816","Cabin1",1,"neither",NA,NA,NA,NA
"819","Cabp7",1,"neither",NA,NA,NA,NA
"821","Cacna1a",1,"FFI",NA,NA,0.0246364733933929,-0.345014407494595
"822","Cacna1b",1,"neither",NA,NA,NA,NA
"824","Cacna1e",1,"neither",NA,NA,NA,NA
"825","Cacna1g",1,"neither",NA,NA,NA,NA
"826","Cacna1h",1,"neither",NA,NA,NA,NA
"827","Cacna1i",1,"FFI",NA,NA,0.0358687686074986,-0.324692225203013
"830","Cacna2d3",1,"neither",NA,NA,NA,NA
"832","Cacnb3",1,"neither",NA,NA,NA,NA
"834","Cacng2",1,"neither",NA,NA,NA,NA
"836","Cacng4",1,"neither",NA,NA,NA,NA
"837","Cacng7",1,"neither",NA,NA,NA,NA
"839","Cactin",1,"neither",NA,NA,NA,NA
"845","Cadm4",1,"neither",NA,NA,NA,NA
"846","Cadps",1,"neither",NA,NA,NA,NA
"847","Cadps2",1,"neither",NA,NA,NA,NA
"850","Calcoco1",1,"neither",NA,NA,NA,NA
"854","Caln1",1,"FFI",NA,NA,0.00419514896350685,-0.458133167876919
"860","Camk1g",1,"neither",NA,NA,NA,NA
"861","Camk2a",1,"FFI",NA,NA,0.0168839512915983,-0.374927982134416
"862","Camk2b",1,"neither",NA,NA,NA,NA
"864","Camk2g",1,"FFI",NA,NA,0.0368585788301333,-0.290441899685404
"867","Camk4",1,"neither",NA,NA,NA,NA
"868","Camkk1",1,"neither",NA,NA,NA,NA
"869","Camkk2",1,"neither",NA,NA,NA,NA
"870","Camkv",1,"neither",NA,NA,NA,NA
"872","Camsap1",1,"neither",NA,NA,NA,NA
"874","Camsap3",1,"neither",NA,NA,NA,NA
"876","Camta2",1,"neither",NA,NA,NA,NA
"880","Cap1",1,"neither",NA,NA,NA,NA
"882","Capn1",1,"neither",NA,NA,NA,NA
"884","Capn15",1,"neither",NA,NA,NA,NA
"885","Capn2",1,"neither",NA,NA,NA,NA
"886","Capn5",1,"neither",NA,NA,NA,NA
"892","Capzb",1,"neither",NA,NA,NA,NA
"894","Car11",1,"neither",NA,NA,NA,NA
"897","Car4",1,"neither",NA,NA,NA,NA
"899","Carm1",1,"neither",NA,NA,NA,NA
"901","Carmil3",1,"neither",NA,NA,NA,NA
"902","Cars",1,"neither",NA,NA,NA,NA
"906","Cask",1,"FFI",NA,NA,0.0404614526637304,-0.326243319735126
"907","Caskin1",1,"neither",NA,NA,NA,NA
"908","Casp9",1,"neither",NA,NA,NA,NA
"909","Castor2",1,"neither",NA,NA,NA,NA
"910","Cat",1,"neither",NA,NA,NA,NA
"915","Cbln1",1,"neither",NA,NA,NA,NA
"918","Cbr1",1,"neither",NA,NA,NA,NA
"919","Cbs",1,"neither",NA,NA,NA,NA
"924","Cbx6",1,"neither",NA,NA,NA,NA
"925","Cbx7",1,"neither",NA,NA,NA,NA
"927","Cc2d1a",1,"neither",NA,NA,NA,NA
"929","Ccar2",1,"neither",NA,NA,NA,NA
"930","Ccdc106",1,"neither",NA,NA,NA,NA
"935","Ccdc149",1,"neither",NA,NA,NA,NA
"936","Ccdc181",1,"neither",NA,NA,NA,NA
"939","Ccdc22",1,"neither",NA,NA,NA,NA
"943","Ccdc47",1,"neither",NA,NA,NA,NA
"949","Ccdc85c",1,"neither",NA,NA,NA,NA
"951","Ccdc9",1,"neither",NA,NA,NA,NA
"952","Ccdc91",1,"neither",NA,NA,NA,NA
"954","Ccdc92b",1,"neither",NA,NA,NA,NA
"960","Ccm2",1,"neither",NA,NA,NA,NA
"963","Ccnd3",1,"neither",NA,NA,NA,NA
"967","Ccnh",1,"neither",NA,NA,NA,NA
"974","Ccs",1,"neither",NA,NA,NA,NA
"976","Cct2",1,"neither",NA,NA,NA,NA
"977","Cct3",1,"neither",NA,NA,NA,NA
"979","Cct5",1,"neither",NA,NA,NA,NA
"980","Cct6a",1,"neither",NA,NA,NA,NA
"988","Cd2bp2",1,"neither",NA,NA,NA,NA
"990","Cd3eap",1,"neither",NA,NA,NA,NA
"996","Cdadc1",1,"neither",NA,NA,NA,NA
"997","Cdc123",1,"neither",NA,NA,NA,NA
"998","Cdc16",1,"neither",NA,NA,NA,NA
"999","Cdc23",1,"neither",NA,NA,NA,NA
"1007","Cdc42bpa",1,"both",0.0191016815803052,-0.329302741432381,5.43015110462925e-07,-0.701847015012345
"1008","Cdc42bpb",1,"neither",NA,NA,NA,NA
"1015","Cdh22",1,"neither",NA,NA,NA,NA
"1020","Cdk10",1,"neither",NA,NA,NA,NA
"1021","Cdk11b",1,"neither",NA,NA,NA,NA
"1023","Cdk16",1,"neither",NA,NA,NA,NA
"1025","Cdk18",1,"neither",NA,NA,NA,NA
"1033","Cdk5rap2",1,"neither",NA,NA,NA,NA
"1036","Cdk9",1,"neither",NA,NA,NA,NA
"1037","Cdkl1",1,"neither",NA,NA,NA,NA
"1042","Cdo1",1,"neither",NA,NA,NA,NA
"1044","Cds1",1,"neither",NA,NA,NA,NA
"1045","Cds2",1,"neither",NA,NA,NA,NA
"1047","Cebpz",1,"neither",NA,NA,NA,NA
"1050","Celf3",1,"neither",NA,NA,NA,NA
"1051","Celf4",1,"neither",NA,NA,NA,NA
"1052","Celf5",1,"neither",NA,NA,NA,NA
"1054","Celsr2",1,"neither",NA,NA,NA,NA
"1056","Cenpb",1,"neither",NA,NA,NA,NA
"1059","Cep104",1,"neither",NA,NA,NA,NA
"1060","Cep131",1,"neither",NA,NA,NA,NA
"1062","Cep170b",1,"neither",NA,NA,NA,NA
"1064","Cep250",1,"neither",NA,NA,NA,NA
"1066","Cep63",1,"neither",NA,NA,NA,NA
"1069","Cerk",1,"neither",NA,NA,NA,NA
"1074","Cfap20",1,"neither",NA,NA,NA,NA
"1075","Cfap298",1,"neither",NA,NA,NA,NA
"1083","Chadl",1,"neither",NA,NA,NA,NA
"1091","Chd2",1,"both",0.0045406676490405,-0.464029708145185,0.000192439779745101,-0.618271703868336
"1092","Chd3",1,"neither",NA,NA,NA,NA
"1093","Chd4",1,"FFI",NA,NA,0.000262170901220571,-0.566703877050016
"1094","Chd5",1,"neither",NA,NA,NA,NA
"1095","Chd6",1,"FFI",NA,NA,0.00107371285973124,-0.513479315198769
"1096","Chd8",1,"neither",NA,NA,NA,NA
"1108","Chmp3",1,"neither",NA,NA,NA,NA
"1112","Chmp7",1,"neither",NA,NA,NA,NA
"1117","Chpf2",1,"neither",NA,NA,NA,NA
"1119","Chrm1",1,"neither",NA,NA,NA,NA
"1120","Chrm3",1,"neither",NA,NA,NA,NA
"1121","Chrm4",1,"neither",NA,NA,NA,NA
"1122","Chrna4",1,"neither",NA,NA,NA,NA
"1123","Chrnb2",1,"neither",NA,NA,NA,NA
"1124","Chst1",1,"neither",NA,NA,NA,NA
"1125","Chst10",1,"neither",NA,NA,NA,NA
"1127","Chtf8",1,"both",0.000124204661227427,-0.631796634189301,0.0421561163715484,-0.35711851929461
"1130","Ciao1",1,"neither",NA,NA,NA,NA
"1132","Ciao3",1,"neither",NA,NA,NA,NA
"1138","Cic",1,"neither",NA,NA,NA,NA
"1141","Cir1",1,"neither",NA,NA,NA,NA
"1142","Cirbp",1,"neither",NA,NA,NA,NA
"1146","Cit",1,"both",1.09195995344213e-05,-0.67293163015735,1.09839326249674e-12,-1.08474119357655
"1148","Ciz1",1,"neither",NA,NA,NA,NA
"1149","Ckap5",1,"neither",NA,NA,NA,NA
"1151","Ckmt1",1,"neither",NA,NA,NA,NA
"1152","Clasp1",1,"FFI",NA,NA,0.0142724423688587,-0.309882820047818
"1154","Clasrp",1,"neither",NA,NA,NA,NA
"1155","Clcn2",1,"neither",NA,NA,NA,NA
"1158","Clcn6",1,"neither",NA,NA,NA,NA
"1159","Clcn7",1,"neither",NA,NA,NA,NA
"1165","Clec16a",1,"neither",NA,NA,NA,NA
"1167","Clgn",1,"neither",NA,NA,NA,NA
"1170","Clip1",1,"neither",NA,NA,NA,NA
"1171","Clip2",1,"neither",NA,NA,NA,NA
"1175","Clk2",1,"neither",NA,NA,NA,NA
"1176","Clk3",1,"neither",NA,NA,NA,NA
"1181","Clpb",1,"neither",NA,NA,NA,NA
"1187","Clstn2",1,"neither",NA,NA,NA,NA
"1193","Cluh",1,"neither",NA,NA,NA,NA
"1197","Cmas",1,"neither",NA,NA,NA,NA
"1201","Cmip",1,"FFI",NA,NA,0.0111491377694638,-0.413088601756763
"1204","Cmtm4",1,"neither",NA,NA,NA,NA
"1206","Cmtr1",1,"neither",NA,NA,NA,NA
