UniqueCount	AmbigCount
0	0
0	0
5	20
3	19
28	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	61
0	48
0	46
0	27
1	21
0	1
0	24
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
199	137
4	603
107	1345
7	169
1	987
5	0
15	89
4	476
0	156
0	374
1609	636
0	375
0	271
2	168
0	98
2	398
0	231
16	81
158	3385
2	3385
1	3
8	0
37	403
4	393
0	85
0	58
0	33
0	11
0	0
2	0
0	0
0	0
0	0
4	2398
92	4281
24	372
1	2229
0	172
0	82
260	4156
0	649
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	6
41	0
3	0
0	0
89	870
0	0
0	0
0	43
0	860
0	14
0	333
0	1
0	99
0	0
0	35
3	180
1	19
0	540
0	0
0	0
0	0
7	12
0	1656
0	1659
3	1662
0	4
0	13
0	595
1	433
0	27
0	1659
0	19
0	18
0	111
0	152
0	0
0	0
2	12
0	0
0	0
0	0
0	0
563	2095
0	70
0	0
0	1206
1	3
0	134
16	0
0	34
0	2000
3	2053
0	89
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	95
0	93
0	94
0	64
0	25
0	6
0	18
0	0
0	4
0	0
0	0
0	0
0	14
0	14
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
753	0
2	106
1	104
0	4
0	7
0	70
0	0
0	0
0	321
0	0
0	0
302	0
0	0
0	0
260	24
0	22
0	1
0	0
1	4
1408	2
0	2
0	0
0	0
0	0
0	2
0	0
0	0
4	244
0	230
0	244
0	0
0	139
1	178
0	0
0	0
0	244
0	0
0	5
0	175
1	2
1	19
0	0
0	0
0	0
0	0
0	0
0	0
4	178
1	123
0	38
0	48
34	65
0	0
0	19
0	19
0	0
0	0
2	1
0	2
0	2
0	1
0	0
0	2
0	0
192	2045
0	1134
11	1067
0	601
4	967
0	380
0	216
3	1
0	0
35	63
2	2
0	1
0	9
0	0
0	27
9	28
0	1
0	8
0	1
0	1
0	46
0	0
0	0
17	0
0	0
1	0
0	0
0	4
0	1
0	0
0	8
0	0
0	4
0	1
0	33
945	322
0	149
0	73
0	31
0	1
0	0
0	68
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
1649	229
0	5
0	22
0	0
0	13
0	0
0	36
0	38
0	183
0	42
0	0
10	89
1	12
0	2
