UniqueCount	AmbigCount
0	0
0	0
32	146
25	126
51	70
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	9
0	7
0	8
0	5
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
216	148
0	534
73	1161
1	213
1	816
0	0
7	81
0	382
0	126
0	217
950	373
0	220
0	173
1	108
0	64
1	256
0	140
4	36
89	2531
3	2531
0	24
26	0
27	762
3	754
5	245
0	183
1	97
0	9
0	0
0	0
0	0
0	0
0	0
0	4142
90	7142
44	652
1	4006
0	250
0	172
460	7031
0	1245
0	0
5	0
0	0
5	2
0	263
0	263
2	21
0	60
0	21
0	0
0	0
0	0
69	0
0	0
0	7
0	15
12	1
0	1
0	0
191	2545
0	3
0	4
0	210
0	2510
0	75
0	1220
2	19
0	344
0	18
0	97
5	551
1	48
0	1229
1	0
0	2
0	0
20	14
0	279
0	278
0	278
0	0
0	4
0	104
0	73
0	9
0	279
0	0
0	5
0	15
0	33
0	0
0	0
0	6
0	0
0	0
0	0
0	0
790	3786
2	157
0	0
0	2349
0	1
0	325
0	0
0	67
2	3626
5	3661
0	50
0	0
0	0
0	0
2	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	664
0	685
0	712
7	536
0	215
2	39
0	255
0	0
2	4
0	0
0	0
0	0
4	107
0	113
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
876	2
0	156
3	149
0	3
0	7
1	109
0	2
0	2
0	532
2	2
1	2
5207	18
0	2
0	0
164	27
1	27
0	2
0	4
0	4
2375	10
0	3
0	0
1	1
0	1
0	3
0	0
0	0
2	298
1	286
1	301
0	0
0	183
1	234
0	0
0	0
0	298
0	1
0	12
0	226
1	13
4	31
0	3
0	2
0	2
0	2
0	3
0	0
5	73
2	61
0	16
0	21
10	27
0	0
3	8
0	8
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
258	2753
0	1576
12	1358
0	777
4	1241
6	461
0	233
1	0
0	1
67	173
1	7
0	7
0	43
0	4
0	58
6	61
0	5
0	41
0	5
0	5
3	150
0	9
0	0
32	0
0	4
0	4
2	5
0	4
0	2
0	0
1	50
0	3
0	16
0	3
0	46
2333	831
0	300
0	246
6	53
1	0
0	0
0	232
0	0
0	4
0	9
0	22
2	22
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	10
0	0
0	0
1087	178
0	1
0	22
0	0
0	13
0	0
0	37
0	40
0	145
0	38
0	0
71	1520
30	264
