UniqueCount	AmbigCount
0	0
0	0
0	20
5	6
37	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	53
0	43
0	49
0	28
0	22
0	7
0	22
0	7
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	3
0	0
0	0
0	0
154	322
0	778
21	1532
7	306
2	1151
0	0
7	148
5	625
0	329
1	295
252	355
0	295
2	268
0	154
0	122
2	210
0	193
2	66
119	1301
0	1301
0	67
2	0
25	479
16	446
2	268
0	226
0	152
0	39
0	0
0	0
0	0
0	2
0	0
0	3396
10	5053
67	974
4	3087
1	670
0	401
322	4873
0	1637
0	0
2	0
0	0
0	2
0	49
0	49
1	5
0	12
0	6
0	0
0	0
0	0
49	0
0	0
0	2
0	3
5	6
0	6
0	0
14	168
0	2
0	2
0	25
0	164
0	6
0	47
0	0
0	20
0	0
0	9
0	33
0	6
0	106
0	0
0	0
0	0
13	72
0	42
0	42
0	42
0	0
0	0
0	31
0	31
0	0
0	42
0	3
0	0
0	5
0	2
0	0
0	0
5	145
0	0
0	0
0	0
0	0
69	401
0	12
0	0
0	114
0	8
0	33
0	0
0	8
0	379
0	397
0	188
0	0
0	0
0	0
5	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	257
0	290
0	299
1	280
0	88
0	15
0	122
0	0
0	7
0	0
0	0
0	0
0	137
0	138
0	0
0	8
0	0
0	0
0	0
0	0
0	11
0	5
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
699	2
6	290
3	279
0	25
0	29
5	223
0	3
0	3
0	214
1	2
0	3
2968	6
0	5
0	0
13	5
0	5
0	0
0	0
0	2
336	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	92
0	93
0	95
0	2
0	79
3	88
0	0
0	0
0	92
0	5
0	9
2	84
0	8
0	3
0	0
0	2
0	0
0	0
0	0
0	2
0	158
0	119
0	53
0	85
12	92
0	0
4	2
0	2
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
56	1698
0	970
5	1004
0	644
0	974
2	439
0	278
0	0
0	4
3	38
0	4
0	4
0	14
0	2
0	15
2	17
0	6
0	16
0	5
0	4
0	33
0	1
0	0
1	0
0	0
0	0
0	0
0	5
0	0
0	0
0	3
0	0
0	1
0	0
0	8
177	79
0	45
0	14
0	4
0	3
0	0
0	13
0	0
0	0
0	0
0	4
2	4
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	43
0	1
0	0
119	21
0	2
0	0
0	0
0	3
0	1
0	1
0	1
0	16
0	0
0	0
1	471
13	235
3	49
1	104
7	207
12	465
