UniqueCount	AmbigCount
0	0
0	0
9	66
9	42
70	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
5	59
0	43
0	45
0	41
0	14
1	1
0	20
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	12
0	1
0	0
0	0
137	439
0	956
25	1625
5	304
0	1254
0	0
7	200
3	860
0	484
0	314
325	406
0	314
1	257
1	148
0	146
2	212
0	182
3	74
250	2157
4	2157
2	51
26	0
43	770
20	692
5	380
0	246
0	231
0	83
0	0
0	0
0	0
0	0
0	0
0	3785
19	5675
114	992
2	3295
2	842
0	419
397	5465
0	1696
0	0
2	0
0	0
2	5
0	140
0	140
1	27
0	52
0	29
0	0
0	0
0	0
69	0
0	0
0	10
0	14
4	2
0	1
0	1
24	665
0	9
0	6
0	128
0	629
0	44
0	280
2	2
0	123
0	3
0	67
0	136
2	8
0	263
1	0
0	2
0	0
32	71
6	189
0	193
0	194
0	0
0	4
0	169
0	154
0	10
0	192
0	17
0	7
0	31
0	13
0	0
0	1
4	218
0	0
0	0
0	0
0	0
218	1507
0	114
0	1
0	775
2	16
0	260
3	0
0	56
2	1422
2	1435
2	230
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	354
0	383
0	423
6	385
0	147
0	21
0	199
0	0
4	1
0	0
0	0
0	0
3	154
0	155
0	0
0	34
0	0
0	0
0	0
0	0
1	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1054	9
2	403
5	375
0	14
2	40
0	324
0	0
0	0
0	685
0	0
0	0
6830	18
1	0
0	0
32	14
0	14
0	0
0	0
0	2
1108	0
0	0
0	0
0	2
0	2
0	3
0	5
0	0
10	197
0	200
0	208
0	3
0	150
1	170
0	0
0	0
0	197
0	6
0	18
1	165
2	19
0	8
0	0
0	0
0	0
0	0
0	0
0	0
3	175
0	131
0	49
0	78
20	89
0	0
2	16
0	16
0	0
0	2
0	3
0	4
1	2
0	0
0	0
0	2
0	0
79	2557
0	1363
17	1586
0	931
0	1559
0	681
0	538
6	0
0	1
1	52
0	2
0	2
0	19
0	2
0	22
1	25
0	2
0	17
0	4
0	1
0	49
0	6
0	0
1	0
0	0
0	0
2	0
0	0
0	4
0	0
0	13
0	2
0	3
0	0
0	8
727	494
0	144
0	99
0	25
0	2
0	0
0	224
0	0
0	9
0	19
0	7
0	7
0	0
0	0
0	0
0	0
0	1
0	3
0	0
3	52
0	0
0	0
491	155
2	3
0	19
0	0
0	16
2	0
0	46
0	44
0	117
0	36
0	0
10	916
10	367
7	71
3	154
