name,module,lfc_FFI,fdr_FFI,lfc_CJD,fdr_CJD,disease,degree,betweenness
Acap2,4,-0.0637721095583857,0.786095243015791,-0.0419271037724922,0.822613365060435,neither,NA,NA
Acap3,1,-0.0361025549877026,0.887998988349618,0.0639458900815232,0.75095162579215,neither,NA,NA
Acat1,1,-0.0232749266491586,0.922608688642358,-0.00738513169114229,0.976713871158673,neither,NA,NA
Acat2,1,-0.0370782314723197,0.859697334507765,-0.0210418451003074,0.933383451134425,neither,NA,NA
Acbd4,2,0.102266356426492,0.637824039093069,0.0570936769828453,0.744503080845932,neither,NA,NA
Acbd5,3,-0.12649757350444,0.535640648528514,-0.154875265643685,0.329220157198993,neither,NA,NA
Acbd6,2,0.14741809255829,0.461586318750458,0.080188532472181,0.68103069728738,neither,NA,NA
Acd,2,0.180755317048194,0.339889196018376,0.11861452852754,0.519982111986781,neither,NA,NA
Ache,2,-0.0704037619580576,0.763156598170827,-0.0637509926059553,0.744256291510182,neither,NA,NA
Acin1,1,-0.105194497823483,0.611706532199746,-0.0320879651900216,0.885680869371868,neither,NA,NA
Ackr1,5,0.0922055312575364,0.644587712429795,0.188626964559321,0.223456391261923,neither,NA,NA
Acly,1,-0.129245527301348,0.513553969960963,-0.0436767064230195,0.836950698613992,neither,NA,NA
Aco2,1,-0.274536313306611,0.0953601255579924,-0.112549063959932,0.555735863498618,neither,NA,NA
Acot1,5,0.160547768030215,0.403202654766803,0.105429386232203,0.465110567782231,neither,NA,NA
Acot13,2,0.197350013434872,0.252476871517527,0.0948798385986905,0.629291016845905,neither,NA,NA
Acot7,2,0.0365902232136394,0.886093783775349,-0.0131210983141191,0.959388698991703,neither,NA,NA
Acot8,1,0.110486040857707,0.604891325848285,0.0463072890597767,0.802128113489335,neither,NA,NA
Acot9,3,-0.0912395322249186,0.678595550375557,-0.0177823197129232,0.943254373187142,neither,NA,NA
Acox1,1,-0.178532447262367,0.190107982209214,-0.0808065033596373,0.671589461138039,neither,NA,NA
Acox3,1,-0.173181785342971,0.312908768575685,-0.00829389172291601,0.974849636021341,neither,NA,NA
Acrbp,1,-0.107092020254995,0.608361151327994,0.0318458286183255,0.874943974324821,neither,NA,NA
Acsbg1,2,0.213463547876114,0.22880620803288,0.0757685173115015,0.694845878802397,neither,NA,NA
Acsf3,1,-0.116822377145314,0.564135506587025,-0.0187510718206512,0.93655455583483,neither,NA,NA
Acsl3,3,-0.0710986910464746,0.741914545368732,-0.100204194588092,0.605262846487275,neither,NA,NA
Acsl4,3,-0.0456435765756667,0.851604061025676,-0.0623742459117929,0.702669555097647,neither,NA,NA
Acsl5,1,0.0398368557344748,0.874540554983954,0.0943962341774309,0.576283882979433,neither,NA,NA
Acsl6,6,-0.0844371217820472,0.683834806844338,-0.0562841036373433,0.783415286116075,neither,NA,NA
Acss2,1,-0.072189218886878,0.722764868595304,-0.00434662167454202,0.987992780049716,neither,NA,NA
Actb,NA,0.0613892444943585,0.783123244421331,0.119396662469147,0.522604409019979,neither,NA,NA
Actg1,NA,0.1599442499522,0.359754555845466,0.160636151467057,0.343913797777045,neither,NA,NA
Actl6a,1,0.0281743699855186,0.912076544674724,0.0702346029939454,0.621512577659639,neither,NA,NA
Actl6b,1,-0.0616788621578154,0.794245427785186,-0.0115438542663951,0.965690309999039,neither,NA,NA
Actn1,2,0.216728496061881,0.240438821976123,0.0995270085443146,0.580601706515154,neither,NA,NA
Actn2,2,0.687827577724203,8.34425219009691e-4,0.112582383233222,0.33511959926752,FFI,NA,NA
Actn4,2,0.350476670426745,0.0464447830737737,0.127717022942771,0.435536448408869,FFI,NA,NA
Actr10,1,-0.0387876407418837,0.874409145852545,-0.00758052143260725,0.975442070128234,neither,NA,NA
Actr1a,1,-0.0172573486663724,0.943000491887482,0.0117242232158064,0.965690309999039,neither,NA,NA
Actr1b,1,-0.169778928883224,0.31822246027538,-0.0606141241563857,0.76430942351899,neither,NA,NA
Actr2,3,-0.0726909112691338,0.754260439695934,-0.0520362445752393,0.784488248938105,neither,NA,NA
Actr3,3,-0.046919966260477,0.848990943095495,-0.0220799183805645,0.928501519135693,neither,NA,NA
Actr3b,2,0.144037771234247,0.363408115299412,0.157756425950808,0.337605806139673,neither,NA,NA
Actr6,3,-0.164199230843426,0.399654815135002,-0.102002437282153,0.556453676429893,neither,NA,NA
Actr8,1,-0.105188334563491,0.590071741418953,-0.0778934496022395,0.687449221576542,neither,NA,NA
Acvr1,3,-0.102637868008494,0.630973743379495,-0.0716407000128252,0.712267349624346,neither,NA,NA
Acvr1b,1,-0.229551407187841,0.105512746936207,-0.115521573172922,0.542171381293941,neither,NA,NA
Acvr2a,3,-0.0827728230094291,0.691344073457308,-0.050493227873192,0.782371222143171,neither,NA,NA
Acy1,1,0.0179183443044654,0.946587049856259,0.00101187804274779,0.996930894899463,neither,NA,NA
Acyp1,1,0.026895241834815,0.915948798343171,0.0132594354244374,0.958498231902142,neither,NA,NA
Acyp2,4,0.132526213088785,0.507807217566642,0.0041470450636653,0.986894693460567,neither,NA,NA
Adal,3,-0.0763170801099521,0.740125421569804,-0.080883699360083,0.667654493972282,neither,NA,NA
Adam10,3,-0.033566843815858,0.892271524754093,-0.0463833450979745,0.775558387544544,neither,NA,NA
Adam11,1,-0.183214065000363,0.297820356637565,-0.0260236889230946,0.91466557633477,neither,NA,NA
Adam15,2,0.096304527404828,0.660024166255027,0.156154943550214,0.364604387785406,neither,NA,NA
Adam22,3,-0.218433243981118,0.224816275011089,-0.144683269000572,0.410825018865597,neither,NA,NA
Adam23,3,-0.106103734377634,0.609740143819584,-0.0259751079016285,0.9129743342691,neither,NA,NA
Adam9,3,-0.137148997174275,0.500866998069052,-0.14357766752284,0.402678104227344,neither,NA,NA
Adap1,2,0.156369496645794,0.420664575757093,0.0728098056542576,0.706037623668845,neither,NA,NA
Adar,1,-0.275277719788314,0.0665115187958406,-0.109251135494098,0.56756221319264,neither,551,NA
Adarb1,1,-0.278164932967879,0.0369222874056442,-0.130970329298443,0.434461705822792,FFI,NA,NA
Adck1,1,-0.00826299540391164,0.976106247341452,0.0233863331990749,0.924478489834662,neither,NA,NA
Adck2,1,-0.0325879112867433,0.90045236999291,0.0369361072567221,0.854378995487895,neither,NA,NA
Adck5,1,0.0403236981413282,0.87099026309232,0.111711566881312,0.481195485886439,neither,NA,NA
Adcy1,1,-0.511626437876588,5.94380473765028e-4,-0.280786826341364,0.0630127059689716,FFI,NA,NA
Adcy2,1,0.00770037567099199,0.97704583309818,-0.00651890305422103,0.980532290103812,neither,NA,NA
Adcy3,1,-0.242777905535567,0.134636186336004,-0.0840678012223054,0.673935184601575,neither,NA,NA
Adcy5,1,-0.165928818288438,0.329503666788209,-0.0391513968596568,0.861462671815493,neither,NA,NA
Adcy6,1,-0.311079539843179,0.0614516841120296,-0.124940828424875,0.488201922261744,neither,NA,NA
Adcyap1r1,1,-0.0419222800327815,0.830621044975427,8.60858166937484e-4,0.997495465883106,neither,NA,NA
Add1,1,-0.0562333535525135,0.812011858331873,0.00188405897132166,0.994563348001047,neither,NA,NA
Add2,1,-0.285477034716703,0.0654542824006932,-0.0911080368211475,0.64613857619975,neither,NA,NA
Add3,3,-0.0555891815807238,0.810743393952481,-0.0879370902092587,0.660221512537477,neither,NA,NA
Adgra1,2,-0.0562673730082143,0.80031157549798,-0.0514070647956751,0.8097565967886,neither,NA,NA
Adgrb1,1,-0.0419054484047665,0.87015119079453,4.54850110638921e-4,0.999106253008769,neither,NA,NA
Adgrb2,1,0.0215772865936535,0.934708224237381,0.107991046291469,0.548788649242209,neither,NA,NA
Adgrb3,1,-0.24913772922589,0.123651383343326,-0.0935168828141189,0.638600351779582,neither,NA,NA
Adgrg1,2,0.0810886656680485,0.699927087091315,0.0385277908089164,0.85873493676196,neither,NA,NA
Adgrl1,1,-0.372178384563166,0.00559388075863034,-0.197177610259847,0.190969319908405,FFI,NA,NA
Adgrl2,1,-0.16964009972163,0.34998777378539,-0.0581907267513374,0.770730605024606,neither,NA,NA
Adgrl3,1,-0.328598220244619,0.042793809486171,-0.215018613669754,0.132735540664721,FFI,NA,NA
Adh5,1,0.0313105734528724,0.889340150520986,0.0266816889658238,0.912226967069883,neither,NA,NA
Adi1,4,0.456721719904778,0.00433229179075249,0.169949390860477,0.330035102078808,FFI,NA,NA
Adipor2,6,-0.0232492760632585,0.925840821210171,-0.0314417502107856,0.890369932005754,neither,NA,NA
Adk,4,0.103188376290985,0.599831278823812,0.00815968415512314,0.9752001776833,neither,NA,NA
Ado,4,0.043043894388329,0.866641725515924,-0.0346912998254077,0.861462671815493,neither,NA,NA
Adora1,1,0.0483431543824806,0.845684818818473,0.0553354585820953,0.784582123808211,neither,NA,NA
Adora2a,2,0.200997308044223,0.254996246523356,0.0979039835514884,0.61506809108124,neither,NA,NA
Adprh,1,-0.0583901937872195,0.790020643231778,0.0445010016017786,0.833649937423781,neither,NA,NA
Adprhl2,1,0.0848917975669749,0.689568312148865,0.0818984016324339,0.683242069087365,neither,NA,NA
Adprm,6,0.0173796406933452,0.948350322604208,-0.0627779560605548,0.719755868080661,neither,NA,NA
