UniqueCount	AmbigCount
0	0
0	0
16	80
15	68
38	45
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
25	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
11	37
0	37
1	33
0	11
0	2
0	0
0	2
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
3	0
0	0
0	0
146	68
0	230
84	994
0	88
0	839
3	0
15	57
5	173
0	49
0	89
1876	286
0	90
0	72
0	40
0	27
1	223
0	61
8	24
30	3106
1	3106
0	12
18	0
6	913
2	913
2	160
0	110
0	55
0	0
0	0
0	0
0	0
0	0
0	0
1	2100
138	4228
11	76
7	1305
0	17
0	7
69	4218
0	130
0	0
4	0
0	0
4	2
0	284
0	284
0	11
0	47
2	17
0	0
0	0
0	0
55	0
0	0
0	3
0	4
77	3
1	3
0	0
222	1644
0	1
0	0
0	70
0	1635
0	28
0	542
5	2
0	140
1	9
0	49
2	266
7	9
0	1129
1	0
0	3
0	0
18	1
0	379
0	381
0	381
0	0
0	0
0	98
0	65
0	2
0	381
0	1
0	2
0	17
0	35
0	0
0	1
1	13
0	0
0	0
0	0
0	0
1031	3906
0	32
0	0
0	2150
1	0
0	143
2	0
0	17
10	3732
4	3871
0	18
0	0
0	0
0	0
12	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	459
0	474
0	482
0	398
0	164
1	30
0	113
0	0
2	1
0	0
0	0
0	0
3	37
0	39
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
916	3
8	237
1	235
0	3
2	6
0	145
0	1
0	1
0	340
4	3
2	4
6873	0
0	1
0	0
217	12
1	12
0	0
0	0
0	1
2361	6
0	1
0	0
0	1
0	1
0	1
0	0
0	0
1	317
0	305
1	317
0	0
0	177
0	239
0	1
0	0
0	317
0	1
0	3
0	224
1	1
1	33
0	0
0	2
0	0
0	0
0	0
0	2
7	251
8	217
0	75
0	81
33	86
0	0
0	20
0	20
0	0
0	6
0	9
4	9
0	0
0	4
0	0
0	2
0	0
295	1859
0	1420
23	589
0	303
1	395
0	166
0	61
0	1
0	1
91	162
1	3
0	3
0	23
0	0
2	39
13	38
0	2
0	22
0	2
0	2
1	124
0	8
0	0
19	1
2	2
0	1
1	1
0	4
0	0
0	3
0	44
0	4
0	7
0	2
0	50
1899	290
0	153
1	50
2	14
0	1
0	0
0	72
0	0
0	0
0	2
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	23
0	0
0	0
780	106
0	0
0	12
0	0
0	3
0	0
0	18
0	21
0	91
0	12
0	0
207	1829
60	165
2	14
