UniqueCount	AmbigCount
0	0
0	0
15	93
0	85
52	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	9
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	1
0	0
0	0
199	383
0	1395
58	3251
0	627
0	2506
0	0
40	311
2	1110
0	487
0	213
286	290
0	213
0	221
0	149
0	118
0	194
0	99
0	33
189	3404
0	3404
0	71
30	0
16	909
0	874
0	419
11	368
0	286
0	35
0	0
0	0
0	0
0	0
0	0
0	7143
47	10914
100	1272
6	6417
14	712
0	623
559	10756
0	2045
0	0
13	0
0	0
15	10
0	150
0	150
0	12
0	19
0	12
0	0
0	0
0	0
82	0
0	0
0	6
0	6
7	0
0	0
0	0
36	1291
0	0
0	0
0	83
0	1279
0	28
0	681
0	27
0	370
0	7
0	184
0	365
0	62
0	546
2	0
0	5
0	0
11	63
0	175
0	175
0	177
0	2
0	2
0	111
0	88
0	0
0	175
0	0
0	11
0	7
0	35
0	0
0	4
2	146
0	0
0	0
0	0
0	0
306	2452
0	137
0	0
0	885
0	36
0	196
0	0
0	76
0	2344
1	2376
5	253
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	352
0	355
0	357
11	325
0	160
0	34
0	129
0	0
2	32
0	0
0	0
0	0
1	108
0	108
0	2
0	2
0	0
0	0
0	0
0	0
0	9
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1650	7
0	10
0	10
0	0
0	0
0	10
0	8
0	8
0	1714
0	6
0	14
18000	27
0	8
0	0
43	20
0	20
0	0
0	0
0	6
1370	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	84
0	79
0	84
0	0
0	64
0	69
0	0
0	0
0	84
0	0
0	16
0	76
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	162
0	144
0	33
0	48
2	51
0	0
0	22
0	22
0	0
0	0
0	6
0	6
0	6
0	6
0	0
0	6
0	0
150	4661
0	2940
16	2450
0	1518
0	2242
2	974
0	565
1	0
0	0
15	119
0	6
0	6
0	23
0	6
1	48
0	56
0	6
0	23
0	6
0	6
0	134
0	6
0	0
11	0
0	0
0	0
0	0
0	0
0	7
0	0
0	48
0	15
0	31
0	0
0	42
1633	755
0	453
0	133
0	37
0	0
0	0
0	132
0	0
0	8
0	19
0	16
0	16
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	27
0	0
0	0
0	0
0	14
0	0
0	12
0	12
0	13
0	12
0	0
16	1611
36	588
