UniqueCount	AmbigCount
0	0
0	0
9	49
9	44
20	26
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
2	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	45
0	42
1	40
0	32
0	7
1	0
0	7
0	5
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	1
0	1
0	0
0	0
66	119
0	335
51	699
9	125
0	491
1	0
11	81
3	267
0	79
1	255
910	460
0	255
2	214
0	126
0	75
1	342
0	167
7	50
128	2554
0	2553
0	10
11	0
21	365
2	361
0	147
0	114
0	70
0	4
0	0
0	0
0	0
0	0
0	0
0	1478
21	2423
23	316
0	1465
3	155
0	107
152	2347
2	521
0	0
0	0
0	0
0	0
0	11
0	11
0	0
0	5
0	0
0	0
0	0
0	0
1	0
0	0
0	14
0	19
35	3
0	3
0	0
83	1035
0	3
0	1
0	159
0	999
0	49
0	423
2	3
0	153
0	7
0	48
3	169
2	11
0	468
0	0
0	10
0	0
5	11
0	1742
0	1745
5	1751
0	4
2	14
0	909
4	726
0	51
0	1746
0	50
0	43
0	169
1	190
0	0
0	0
0	60
0	0
0	0
0	0
0	0
548	2881
1	143
0	3
0	1925
0	17
0	303
0	0
0	59
2	2768
3	2765
0	61
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	85
0	85
0	92
2	62
0	22
0	3
0	32
0	0
1	3
0	0
0	0
0	0
0	15
0	15
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
479	3
3	82
0	82
0	5
0	8
1	68
0	0
0	0
0	409
0	0
0	0
237	0
0	0
0	0
173	57
1	57
0	10
0	4
0	10
1365	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
4	224
0	212
0	224
0	0
0	126
3	180
0	0
0	0
0	224
0	2
0	4
0	168
0	12
1	34
0	0
0	0
0	0
0	0
0	0
0	0
0	129
0	109
0	43
0	59
12	61
0	0
1	16
0	16
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
102	1325
0	750
12	716
0	414
4	659
0	287
0	149
1	1
0	3
17	85
0	7
0	7
0	22
0	5
0	33
4	31
0	7
0	23
0	6
0	6
1	73
0	10
0	0
7	0
0	2
0	2
1	1
0	1
0	1
0	1
0	26
0	2
1	5
0	1
0	13
992	584
0	171
0	122
2	40
0	1
0	0
0	250
0	0
0	3
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	6
0	0
0	0
1222	294
0	4
0	46
0	0
0	33
0	0
0	48
0	47
0	212
0	41
0	0
1	56
4	13
0	3
0	5
